name,family_id,archetype,static_difficulty_score,episodes,wins,timeouts,ema_difficulty
r2g_train_0040,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0041,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0042,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0043,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0044,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0045,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0046,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0047,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0048,marine_mirror_04,marine_mirror,0.378788,0,0,0,0.378788
r2g_train_0049,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0050,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0051,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0052,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0053,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0054,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0055,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0056,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0057,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0058,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0059,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0060,marine_mirror_05,marine_mirror,0.454545,0,0,0,0.454545
r2g_train_0061,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0062,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0063,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0064,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0065,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0066,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0067,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0068,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0069,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0070,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0071,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0072,stalker_mirror_01,stalker_mirror,0.0,0,0,0,0.0
r2g_train_0073,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0074,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0075,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0076,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0077,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0078,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0079,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0080,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0081,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0082,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0083,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0084,stalker_mirror_02,stalker_mirror,0.075758,0,0,0,0.075758
r2g_train_0085,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0086,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0087,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0088,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0089,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0090,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0091,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0092,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0093,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0094,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0095,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0096,stalker_mirror_03,stalker_mirror,0.227273,0,0,0,0.227273
r2g_train_0097,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0098,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0099,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0100,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0101,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0102,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0103,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0104,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0105,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0106,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0107,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0108,stalker_mirror_04,stalker_mirror,0.378788,0,0,0,0.378788
r2g_train_0109,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0110,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0111,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0112,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0113,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0114,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0115,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0116,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0117,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0118,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0119,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0120,stalker_mirror_05,stalker_mirror,0.454545,0,0,0,0.454545
r2g_train_0121,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0122,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0123,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0124,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0125,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0126,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0127,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0128,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0129,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0130,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0131,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0132,zealot_vs_zergling_01,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0133,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0134,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0135,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0136,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0137,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0138,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0139,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0140,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0141,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0142,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0143,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0144,zealot_vs_zergling_02,zealot_vs_zergling,0.422078,0,0,0,0.422078
r2g_train_0145,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0146,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0147,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0148,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0149,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0150,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0151,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0152,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0153,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0154,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0155,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0156,zealot_vs_zergling_03,zealot_vs_zergling,0.075758,0,0,0,0.075758
r2g_train_0157,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0158,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0159,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0160,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0161,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0162,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0163,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0164,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0165,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0166,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0167,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0168,zealot_vs_zergling_04,zealot_vs_zergling,0.318182,0,0,0,0.318182
r2g_train_0169,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0170,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0171,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0172,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0173,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0174,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0175,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0176,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0177,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0178,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0179,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0180,zealot_vs_zergling_05,zealot_vs_zergling,0.0,0,0,0,0.0
r2g_train_0181,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0182,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0183,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0184,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0185,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0186,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0187,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0188,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0189,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0190,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0191,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0192,stalker_vs_zealot_01,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0193,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0194,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0195,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0196,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0197,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0198,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0199,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0200,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0201,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0202,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0203,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0204,stalker_vs_zealot_02,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0205,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0206,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0207,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0208,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0209,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0210,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0211,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0212,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0213,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0214,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0215,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0216,stalker_vs_zealot_03,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0217,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0218,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0219,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0220,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0221,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0222,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0223,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0224,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0225,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0226,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0227,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0228,stalker_vs_zealot_04,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0229,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0230,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0231,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0232,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0233,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0234,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0235,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0236,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0237,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0238,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0239,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0240,stalker_vs_zealot_05,stalker_vs_zealot,0.227273,0,0,0,0.227273
r2g_train_0241,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0242,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0243,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0244,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0245,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0246,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0247,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0248,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0249,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0250,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0251,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0252,terran_vs_swarm_01,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0253,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0254,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0255,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0256,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0257,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0258,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0259,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0260,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0261,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0262,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0263,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0264,terran_vs_swarm_02,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0265,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0266,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0267,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0268,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0269,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0270,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0271,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0272,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0273,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0274,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0275,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0276,terran_vs_swarm_03,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0277,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0278,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0279,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0280,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0281,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0282,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0283,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0284,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0285,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0286,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0287,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0288,terran_vs_swarm_04,terran_vs_swarm,0.075758,0,0,0,0.075758
r2g_train_0289,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0290,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0291,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0292,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0293,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0294,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0295,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0296,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0297,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0298,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0299,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0300,terran_vs_swarm_05,terran_vs_swarm,0.0,0,0,0,0.0
r2g_train_0301,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0302,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0303,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0304,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0305,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0306,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0307,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
